,Unnamed: 0,quoteID,quotation,speaker,qids,date,numOccurrences,probas,urls,phase
201,848408,2020-01-31-008914,"At one time, using cross-sex hormones or performing gender reassignment surgery on minors was rare,",Tony Perkins,"['Q16193791', 'Q5135408']",2020-01-31 19:22:11,1,"[['Tony Perkins', '0.8132'], ['None', '0.1868']]",['https://www.washingtonblade.com/2020/01/31/advocates-prepare-for-fight-as-anti-trans-youth-legislation-advances-in-s-d/'],E
202,849638,2020-02-26-051143,on efforts to prevent and address sex - and gender-based discrimination and harassment.,Helen Rosenthal,['Q16193832'],2020-02-26 04:28:25,1,"[['Helen Rosenthal', '0.5348'], ['None', '0.4652']]",['http://gothamgazette.com/city/9163-council-moves-bill-to-require-more-reporting-on-city-efforts-to-address-gender-discrimination-and-sexual-harassment'],E
203,851711,2020-02-23-015755,"If working people and young people of this city, black and white and Latino, gay or straight, if our people stand together, come out to vote, we're going to win here in Texas,",Bernie Sanders,['Q359442'],2020-02-23 00:00:00,62,"[['Bernie Sanders', '0.9173'], ['None', '0.0769'], ['Pete Buttigieg', '0.0036'], ['President Donald Trump', '0.002'], ['Donald Trump', '2.0E-4']]","['http://wnyt.com/politics/moderates-hustle-to-blunt-sanders-momentum-after-nevada-win/5654089/?cat=661', 'http://www.kob.com/news/moderates-hustle-to-blunt-sanders-momentum-after-nevada-win/5654076/?cat=649', 'https://www.abqjournal.com/1423826/after-nevada-moderates-try-to-slow-sanders-momentum.html', 'https://www.seattletimes.com/nation-world/nation/after-nevada-moderates-try-to-slow-sanders-momentum/?utm_source=RSS&utm_medium=Referral&utm_campaign=RSS_all', 'http://www.dentonrc.com/ap/politics/moderates-hustle-to-blunt-sanders-momentum-after-nevada-win/article_6f30a905-1769-5575-88ad-d2293f67f422.html', 'https://www.sandiegouniontribune.com/news/nation-world/story/2020-02-23/moderates-hustle-to-blunt-sanders-momentum-after-nevada-win', 'http://chron.com/news/article/Moderates-hustle-to-blunt-Sanders-momentum-after-15078347.php', 'http://ctpost.com/news/article/Moderates-hustle-to-blunt-Sanders-momentum-after-15078347.php?src=ctphppol', 'http://greenwichtime.com/news/article/Moderates-hustle-to-blunt-Sanders-momentum-after-15078347.php?src=gthppol', 'http://ksat.com/news/politics/2020/02/23/moderates-hustle-to-blunt-sanders-momentum-after-nevada-win/', 'http://www.herald-dispatch.com/ap/ap_nation/moderates-hustle-to-blunt-sanders-momentum-after-nevada-win/article_e5287fc7-c725-5555-a20d-468d08f83c1b.html', 'http://www2.wsls.com/news/politics/2020/02/23/moderates-hustle-to-blunt-sanders-momentum-after-nevada-win/', 'https://toronto.citynews.ca/2020/02/23/moderates-hustle-to-blunt-sanders-momentum-after-nevada-win/', 'https://www.570news.com/2020/02/23/moderates-hustle-to-blunt-sanders-momentum-after-nevada-win/', 'http://www.therepublic.com/2020/02/23/us-election-2020-23/', 'https://www.wokv.com/news/national-govt--politics/moderates-hustle-blunt-sanders-momentum-after-nevada-win/ovUg3yDHqgBy0R5oiK8HfP/', 'https://www.krmg.com/news/national-govt--politics/moderates-hustle-blunt-sanders-momentum-after-nevada-win/ovUg3yDHqgBy0R5oiK8HfP/', 'https://www.bostonglobe.com/2020/02/23/nation/moderates-hustle-blunt-sanders-momentum-after-nevada-win/', 'http://connecticut.news12.com/story/41773467/moderates-hustle-to-blunt-sanders-momentum-after-nevada-win', 'http://auburnpub.com/news/national/govt-and-politics/moderates-hustle-to-blunt-sanders-momentum-after-nevada-win/article_da6bac10-1870-5d31-b72e-cc6ade83d432.html', 'https://kvia.com/your-voice-your-vote/politics/2020/02/23/moderates-hustle-to-blunt-sanders-momentum-after-nevada-win/', 'http://www.theherald-news.com/2020/02/24/moderates-hustle-to-blunt-sanders-momentum-after-nevada-victory/adhi84k/', 'https://www.nwherald.com/2020/02/24/moderates-hustle-to-blunt-sanders-momentum-after-nevada-victory/adhi84k/', 'https://www.sltrib.com/news/nation-world/2020/02/23/moderates-hustle-blunt/', 'https://www.nbcconnecticut.com/news/politics/decision-2020/after-nevada-moderates-try-to-slow-sanders-momentum/2227427/', 'https://www.nbcnewyork.com/news/politics/decision-2020/after-nevada-moderates-try-to-slow-sanders-momentum/2299214/', 'https://www.nbcwashington.com/news/politics/decision-2020/after-nevada-moderates-try-to-slow-sanders-momentum/2222859/', 'https://wtmj.com/national/2020/02/23/moderates-hustle-to-blunt-sanders-momentum-after-nevada-win-3/', 'http://www.herald-dispatch.com/ap/ap_politics/moderates-hustle-to-blunt-sanders-momentum-after-nevada-win/article_e5287fc7-c725-5555-a20d-468d08f83c1b.html', 'https://www.kimt.com/content/news/Moderates-hustle-to-blunt-Sanders-momentum-after-Nevada-win-568128171.html', 'http://newsok.com/moderates-hustle-to-blunt-sanders-momentum-after-nevada-win/article/feed/10019837?custom_click=rss', 'https://www.lowellsun.com/2020/02/23/moderates-hustle-to-blunt-sanders-momentum-after-nevada-win-2/', 'https://www.sentinelandenterprise.com/2020/02/23/moderates-hustle-to-blunt-sanders-momentum-after-nevada-win-2/', 'https://www.staradvertiser.com/2020/02/23/breaking-news/moderates-hustle-to-blunt-sanders-momentum-after-nevada-win/', 'https://www.staradvertiser.com/2020/02/23/breaking-news/moderates-hustle-to-blunt-sanders-momentum-after-nevada-win/?comment', 'https://wtmj.com/national/2020/02/23/moderates-hustle-to-blunt-sanders-momentum-after-nevada-win-5/', 'https://www.sandiegouniontribune.com/news/nation-world/story/2020-02-23/after-nevada-moderates-try-to-slow-sanders-momentum', 'http://ctpost.com/news/article/After-Nevada-moderates-try-to-slow-Sanders-15078919.php?src=ctphppol', 'http://stamfordadvocate.com/news/article/After-Nevada-moderates-try-to-slow-Sanders-15078919.php?src=sthppol', 'http://wftv.com/news/politics/after-nevada/TSMBP5TN32A4J5P2LSMCKYKBKA/', 'http://wsls.com/news/politics/2020/02/24/after-nevada-moderates-try-to-slow-sanders-momentum/', 'http://www.local10.com/news/politics/2020/02/24/after-nevada-moderates-try-to-slow-sanders-momentum/', 'http://www2.wsls.com/news/politics/2020/02/24/after-nevada-moderates-try-to-slow-sanders-momentum/', 'https://www.daytondailynews.com/news/national-govt--politics/after-nevada-moderates-try-slow-sanders-momentum/0tW7Jn2Rshj4bnbP2JaTKO/', 'https://www.news965.com/news/national-govt--politics/after-nevada-moderates-try-slow-sanders-momentum/0tW7Jn2Rshj4bnbP2JaTKO/', 'https://www.wokv.com/news/national-govt--politics/after-nevada-moderates-try-slow-sanders-momentum/0tW7Jn2Rshj4bnbP2JaTKO/', 'http://www.theday.com/national-politics/20200224/moderates-hustle-to-blunt-sanders-momentum-after-nevada-win', 'http://connecticut.news12.com/story/41773958/after-nevada-moderates-try-to-slow-sanders-momentum', 'https://www.timesofisrael.com/sanders-becomes-no-1-target-for-moderates-after-nevada-win/', 'http://timescolonist.com/after-nevada-moderates-try-to-slow-sanders-momentum-1.24082719', 'http://www.newwestrecord.ca/after-nevada-moderates-try-to-slow-sanders-momentum-1.24082719', 'http://www.princegeorgecitizen.com/after-nevada-moderates-try-to-slow-sanders-momentum-1.24082719', 'http://www.squamishchief.com/after-nevada-moderates-try-to-slow-sanders-momentum-1.24082719', 'http://www.tricitynews.com/after-nevada-moderates-try-to-slow-sanders-momentum-1.24082719', 'http://www.vancourier.com/after-nevada-moderates-try-to-slow-sanders-momentum-1.24082719', 'https://www.hawaiitribune-herald.com/2020/02/24/nation-world-news/after-nevada-moderates-try-to-slow-sanders-momentum/', 'https://www.westhawaiitoday.com/2020/02/24/nation-world-news/after-nevada-moderates-try-to-slow-sanders-momentum/', 'https://whdh.com/news/politics/after-nevada-moderates-try-to-slow-sanders-momentum/', 'https://molawyersmedia.com/2020/02/24/moderates-hustle-to-blunt-sanders-momentum-after-nevada-win-2/', 'http://www.cochraneeagle.com/world-news/after-nevada-moderates-try-to-slow-sanders-momentum-2114370', 'https://www.barrietoday.com/world-news/after-nevada-moderates-try-to-slow-sanders-momentum-2114370', 'https://lethbridgeherald.com/news/world-news/2020/02/24/after-nevada-moderates-try-to-slow-sanders-momentum/']",E
204,854847,2020-03-03-046955,"She has the most comprehensive plan for LGBTQ + Americans that I've ever seen, universal child care, a plan to deal with the student loan debt crushing a generation; across the board she's proposed thoughtful, comprehensive solutions that could transform our country for the better and continue the fight to ensure our democracy works for all of us,",Brian Sims,['Q2514219'],2020-03-03 12:06:49,1,"[['Brian Sims', '0.4717'], ['Elizabeth Warren', '0.3624'], ['None', '0.1543'], ['Pete Buttigieg', '0.0116']]",['https://www.pinknews.co.uk/2020/03/03/elizabeth-warren-brian-sims-endorsement-gay-pete-buttigieg-democratic-nomination/'],E
205,856684,2020-03-05-030409,"I will go to the Rose Garden once every year to read the names of transgender women, or people of colour, who have been killed in the past year.",Elizabeth Warren,['Q434706'],2020-03-05 18:03:43,1,"[['Elizabeth Warren', '0.718'], ['None', '0.282']]",['https://www.pinknews.co.uk/2020/03/05/elizabeth-warren-lgbt-rights-democratic-nomination-presidential-election-trans/'],E
206,856839,2020-02-04-045602,"incessantly stokes fear in people of color, women, healthcare providers, LGBTQ + communities, low-income families, and many more.",Ayanna Pressley,['Q13562359'],2020-02-04 21:09:04,2,"[['Ayanna Pressley', '0.7144'], ['None', '0.1442'], ['President Donald Trump', '0.1414']]","['http://cnsnews.com/article/national/melanie-arter/aoc-pressley-skip-sotu-so-not-legitimize-trumps-lawless-conduct', 'http://cnsnews.com/article/national/melanie-arter/aoc-other-dems-skip-sotu-so-not-legitimize-trumps-lawless-conduct']",E
207,861184,2020-03-31-008637,"by telling her own story. She was a powerful example because people trusted her, and she was able to organize in her community. Her death is a huge loss for LGBTQ activism and particularly for the Queens community and trans Latina community. But she achieved what other people might think unachievable -- leaving Mexico, coming here, being transgender, fighting for transgender Latina rights. That is her legacy.",Daniel Dromm,['Q5217003'],2020-03-31 08:47:11,1,"[['Daniel Dromm', '0.6089'], ['None', '0.3911']]",['http://thedailybeast.com/lorena-borjas-trans-latina-activist-died-of-coronavirus-friends-say-her-great-warrior-legacy-lives-on'],E
208,863926,2020-01-15-017997,"Every major medical association in the United States recognizes the medical necessity of transition-related care for improving the physical and mental health of transgender people and has called for health insurance coverage for treatment of gender dysphoria,",Taylor Brown,"['Q31106330', 'Q56703214', 'Q7689889']",2020-01-15 00:00:00,1,"[['Taylor Brown', '0.7074'], ['None', '0.2926']]",['https://truthout.org/articles/florida-wont-cover-transgender-health-care-two-trans-women-are-suing/'],E
209,864968,2020-03-02-045335,"pauses puberty, providing time to determine if a child's gender identity is long lasting,",Brad Daw,['Q23883615'],2020-03-02 00:00:00,1,"[['Brad Daw', '0.6714'], ['None', '0.3286']]",['http://www.kuer.org/post/utah-lawmaker-wont-introduce-legislation-ban-transgender-hormone-therapy-minors-session'],E
210,868994,2020-01-24-017069,ensure that dress codes across all NYC schools are inclusive of gender presentation and do not discriminate against girls and gender non-conforming students.,Brad Lander,['Q15109509'],2020-01-24 11:43:27,1,"[['Brad Lander', '0.7567'], ['None', '0.1931'], ['Adrienne Adams', '0.0502']]",['https://www.teenvogue.com/story/new-york-city-council-gender-inclusive-dress-code'],E
211,878378,2020-03-13-071345,transgender equality... the civil rights issue of our time.,Joe Biden,['Q6279'],2020-03-13 16:52:25,1,"[['Joe Biden', '0.637'], ['None', '0.2145'], ['Alexandria Ocasio-Cortez', '0.1485']]",['https://www.nationalreview.com/news/it-was-like-pulling-teeth-aoc-backed-away-from-sanders-campaign-after-joe-rogan-endorsement/'],E
212,884064,2020-02-04-002034,"A president is supposed to heal as well as fight. I'm going to go all over this country, every part of this Democratic Party, and reunite its men, women, gays, straight, black, brown, a whole universe of people out there.",Joe Biden,['Q6279'],2020-02-04 00:00:00,2,"[['Joe Biden', '0.775'], ['None', '0.2217'], ['President Trump', '0.0034']]","['http://feeds.foxnews.com/~r/foxnews/politics/~3/r2dsc2qOfps/biden-trump-iowa-caucus-speech-results', 'http://www.realclearpolitics.com/video/2020/02/04/biden_declares_early_success_in_iowa_we_cannot_allow_donald_trump_to_be_re-elected.html']",E
213,889713,2020-02-12-024618,"has any information coming out of the Ukraine, he needs to turn it over to the Department of Justice, because it could be Russian propaganda.",Lindsey Graham,['Q22212'],2020-02-12 02:12:56,1,"[['Lindsey Graham', '0.4925'], ['None', '0.219'], ['Rudy Giuliani', '0.1619'], ['President Donald Trump', '0.111'], ['Joe Biden', '0.0093'], ['Hunter Biden', '0.0064']]",['https://www.theepochtimes.com/barrs-doj-signals-willingness-to-act-on-politically-charged-cases_3235211.html'],E
214,893018,2020-01-30-068924,"On Monday, Pete becomes the first LGBTQ person in history to appear on the Iowa presidential primary ballot -- a revolution in American politics that forever transforms the narrative on what is possible for an LGBTQ candidate. Pete has shattered expectations throughout this primary season and we are confident Iowans will help him do it again on caucus day.",Annise Parker,['Q213847'],2020-01-30 22:35:18,1,"[['Annise Parker', '0.7315'], ['None', '0.2685']]",['https://www.metroweekly.com/2020/01/californias-largest-lgbtq-organization-endorses-pete-buttigieg-for-president/'],E
215,896200,2020-03-17-069619,"This happened in a remote spot in Parbold. You will hear that he was openly gay and that he had arranged to meet up with Brian Healless, a young man who at the time was 17 years of age and lived in Chorley.",Joe Thomas,"['Q14951165', 'Q16224261', 'Q2036608', 'Q21004248', 'Q24005491', 'Q35950896', 'Q3808713', 'Q44742025', 'Q6212638', 'Q6212643', 'Q6212645', 'Q6212650']",2020-03-17 12:20:53,1,"[['Joe Thomas', '0.5347'], ['None', '0.3651'], ['Alex Davies', '0.0607'], ['Mark Brown', '0.0395']]",['https://www.liverpoolecho.co.uk/news/liverpool-news/live-murder-trial-alex-davies-17936553'],E
216,901054,2020-02-29-033241,"The faith community has deeply-held religious beliefs. The LGBTQ community has deeply-held beliefs. We do not discriminate against those beliefs -- and we say if that's what you choose, fine. All we ask is that [ the government doesn't ] discriminate against somebody... because they don't hold those same beliefs.",Mike Kelly,"['Q1431761', 'Q3857414', 'Q543294', 'Q6378243', 'Q6847486', 'Q6847487', 'Q6847488', 'Q6847490', 'Q6847491', 'Q6847492', 'Q6847493']",2020-02-29 11:03:06,1,"[['Mike Kelly', '0.8374'], ['None', '0.1196'], ['James Comer', '0.043']]",['https://patriotpost.us/opinion/68928-bernie-sanderss-cuba-close-but-no-cigar-2020-02-29'],E
217,906832,2020-02-20-097223,You have to realize that LGBTQ Americans have to come out every single day.,Pete Buttigieg,['Q7173106'],2020-02-20 22:17:28,1,"[['Pete Buttigieg', '0.6394'], ['None', '0.3606']]",['https://www.washingtonexaminer.com/news/pete-buttigiegs-husband-chasten-says-hes-dealt-with-a-multitude-of-rush-limbaughs-in-life'],E
218,908734,2020-01-31-093506,"There were questions about my fitness because I was a single woman. There were questions about my capacity because I was a black woman, and so I think that... gender is always at the center of things that a lot of men don't get asked.",Stacey Abrams,['Q7595813'],2020-01-31 09:13:57,1,"[['Stacey Abrams', '0.6874'], ['None', '0.3126']]",['https://abcnews.go.com/GMA/News/stacey-abrams-female-candidates-change-story/story?id=68562492'],E
219,911467,2020-01-18-046330,This was the last gender-specific tax in our state tax code until this year.,Cristina Garcia,"['Q5186348', 'Q5186349', 'Q57422352']",2020-01-18 16:03:39,1,"[['Cristina Garcia', '0.8641'], ['None', '0.1217'], ['Gavin Newsom', '0.0142']]",['https://www.dailycal.org/2020/01/18/law-makes-menstrual-hygiene-products-tax-free-in-ca/'],E
220,911976,2020-03-05-094117,"You need to Google a picture of George W. Bush kissing the bald head of Jeff Gannon, who's a bald-headed gay prostitute who was posing as a journalist in the White House press corps,",Robert Morrow,['Q24669158'],2020-03-05 22:23:00,1,"[['Robert Morrow', '0.7064'], ['None', '0.2836'], ['Rick Perry', '0.01']]",['http://feeds.towleroad.com/~r/towleroad/feed/~3/6IDPwAxgZ94/'],E
221,915894,2020-02-11-063442,"Obviously just through his agent, Rich Paul and I have a relationship with Lebron and it was just one of those things where it was Darius coming out and just wanted to work and train and get ready for the draft,",Mike Miller,"['Q16185439', 'Q16213405', 'Q19667639', 'Q2064643', 'Q25190524', 'Q380541', 'Q6848025', 'Q6848026', 'Q6848027', 'Q6848031']",2020-02-11 19:07:50,1,"[['Mike Miller', '0.6361'], ['None', '0.1843'], ['Rich Paul', '0.0958'], ['Darius Bazley', '0.0838']]",['https://www.welcometoloudcity.com/2020/2/11/21133344/darius-bazley-unlikely-journey-destined-for-greatness'],E
222,917066,2020-01-11-000211,".... the Indian Parliament, with multiparty support, voided the constitutional autonomy of Kashmir, supporting the Prime Minister's efforts to boost economic development, fight corruption, and end gender, caste and religious discrimination.",Joe Wilson,"['Q20642342', 'Q24758448', 'Q3808723', 'Q6213020', 'Q6213025', 'Q6213029', 'Q928855']",2020-01-11 02:09:00,3,"[['Joe Wilson', '0.8961'], ['None', '0.1039']]","['http://articles.economictimes.indiatimes.com/news/politics-and-nation/support-for-indias-initiatives-in-jammu-kashmir-increases-in-us-congress/articleshow/73201349.cms', 'http://uspolitics.einnews.com/article/506929432/E8qsuO60tblzyXsh', 'https://economictimes.indiatimes.com/news/politics-and-nation/support-for-indias-initiatives-in-jammu-kashmir-increases-in-us-congress/articleshow/73201349.cms']",E
223,919740,2020-02-03-005011,"And my promise to you that as president, our administration will bring our people together, black and white and Latino, Native American, Asian American, gay or straight. We're going to bring our people together around an agenda that works for all of us, not just the 1 percent.",Bernie Sanders,['Q359442'],2020-02-03 13:48:55,1,"[['Bernie Sanders', '0.7381'], ['None', '0.2586'], ['President Trump', '0.0033']]",['https://www.washingtonblade.com/2020/02/03/gay-lawmaker-stumps-for-bernie-sanders-at-super-bowl-party/'],E
224,920805,2020-01-29-056859,"It's in all of our best interests to make sure they are healthy -- and frankly, coming out of this process healthier than they did coming in.",Greg Smith,"['Q1112289', 'Q1446285', 'Q1626914', 'Q16885742', 'Q17402519', 'Q20710806', 'Q2778111', 'Q3116279', 'Q47545601', 'Q5606255', 'Q5606257', 'Q5606258', 'Q5606262', 'Q5606263', 'Q5606264', 'Q5606266', 'Q5606268', 'Q5606270', 'Q5606271', 'Q5606272', 'Q5606273', 'Q5606274', 'Q5606277', 'Q57431817']",2020-01-29 22:13:08,2,"[['Greg Smith', '0.8407'], ['None', '0.1593']]","['http://www.atwonline.com/air-transport/boeing-reports-first-annual-financial-loss-generation', 'http://aviationweek.com/air-transport/boeing-reports-first-annual-financial-loss-generation']",E
225,922225,2020-02-11-118900,You see these white supremacists coming out from under the rocks.,Joe Biden,['Q6279'],2020-02-11 17:13:37,1,"[['Joe Biden', '0.8477'], ['None', '0.0976'], ['President Donald Trump', '0.0547']]",['https://www.factcheck.org/2020/02/trump-has-condemned-white-supremacists/'],E
226,926371,2020-03-22-028751,That is a tough decision for me to make coming out of the business world. These are extreme measures to drive the infection rate to zero.,Gina Raimondo,['Q5562913'],2020-03-22 18:15:12,1,"[['Gina Raimondo', '0.7076'], ['None', '0.2924']]",['https://www.golocalprov.com/news/NEW-Raimondo-Clamps-Down-on-Thousands-of-Businesses-17-New-Coronavirus-C'],E
227,926868,2020-02-28-076690,turn the government into an instrument of hostility and opposition towards LGBTQ rights.,Jamie Raskin,['Q640835'],2020-02-28 00:00:00,2,"[['Jamie Raskin', '0.7848'], ['None', '0.1674'], ['Alexandria Ocasio-Cortez', '0.0479']]","['http://www.fox10phoenix.com/news/ocasio-cortez-says-jesus-would-be-maligned-in-congress', 'http://www.foxnews.com/politics/ocasio-cortez-says-jesus-would-be-maligned-in-congress']",E
228,927689,2020-02-10-015600,"Donald Trump intends to win reelec dividing color of skin, ethnic background, gender, and sexuality,",Bernie Sanders,['Q359442'],2020-02-10 05:00:00,1,"[['Bernie Sanders', '0.4589'], ['None', '0.3366'], ['President Donald Trump', '0.1928'], ['Nina Turner', '0.0073'], ['Alexandria Ocasio-Cortez', '0.0043']]",['https://www.commondreams.org/news/2020/02/10/packed-new-hampshire-rally-sanders-calls-supporters-transform-america-primary-day?cd-origin=rss'],E
229,929097,2020-02-04-082902,The message coming out of Michigan is important.,Gretchen Whitmer,['Q5607720'],2020-02-04 15:00:06,4,"[['Gretchen Whitmer', '0.8056'], ['None', '0.1944']]","['http://www.nytimes.com/2020/02/04/us/gretchen-whitmer-state-of-the-union.html', 'https://www.msn.com/en-us/news/politics/who-is-gov-gretchen-whitmer-of-michigan-the-democrats-answer-to-trump/ar-BBZDMUn?srcref=rss', 'http://www.bostonglobe.com/news/nation/2020/02/04/who-gov-gretchen-whitmer-michigan-democrats-answer-trump/LZfE8dDHyF2TJtPcdubmsK/story.html', 'http://mobile.nytimes.com/2020/02/04/us/politics/gretchen-whitmer-state-of-the-union.html']",E
230,934341,2020-01-09-088568,"There's no manual for folks to turn to to say, `Hey, what do I do when I'm confronted with a transgender child in my school or in my classroom?",Marcus Simon,['Q16980919'],2020-01-09 16:31:17,1,"[['Marcus Simon', '0.9611'], ['None', '0.0389']]",['http://nbc12.com/2020/01/09/bill-seeks-state-model-policy-transgender-virginia-students/'],E
231,935313,2020-03-16-013023,"Effective immediately, transgender individuals born in New York will have the right to make this deeply personal decision without the government's unwarranted denial or without having their privacy violated. We will not allow an outdated policy to stop us from providing every individual with equal dignity and respect.",Letitia James,['Q6533414'],2020-03-16 16:08:23,1,"[['Letitia James', '0.9212'], ['None', '0.0788']]",['https://thesource.com/2020/03/16/new-york-will-allow-transgender-minors-to-change-gender-on-their-birth-certificate/'],E
232,936637,2020-01-15-079356,"The gorgeous mosaic of the House Democratic caucus is represented by its racial, its gender, its regional, its ideological and its religious diversity,",Hakeem Jeffries,['Q5640425'],2020-01-15 23:03:48,1,"[['Hakeem Jeffries', '0.882'], ['None', '0.109'], ['Nancy Pelosi', '0.0084'], ['Bill Clinton', '6.0E-4']]",['http://mobile.nytimes.com/2020/01/15/us/politics/who-are-the-impeachment-managers.html'],E
233,953026,2020-02-06-013660,But we appreciate him coming out and explaining his decision.,Brad Wilson,"['Q16887049', 'Q4954364', 'Q4954365']",2020-02-06 19:56:36,1,"[['Brad Wilson', '0.5641'], ['None', '0.4137'], ['Mitt Romney', '0.0156'], ['President Trump', '0.0066']]",['https://hypervocal.com/items/3225876'],E
234,955481,2020-02-04-010414,"black trans & cis women, gender non-conforming folks and others",Elizabeth Warren,['Q434706'],2020-02-04 06:00:00,2,"[['Elizabeth Warren', '0.5469'], ['None', '0.4531']]",['https://www.americanthinker.com/blog/2020/02/at_least_one_warren_campaign_worker_is_fed_up_with_her_lgbtq_fetish.html'],E
235,956042,2020-03-16-024000,I supported gay marriage when asked. It started a ripple effect for gay marriage on national television.,Joe Biden,['Q6279'],2020-03-16 12:31:00,3,"[['Joe Biden', '0.7508'], ['None', '0.2395'], ['Tulsi Gabbard', '0.0074'], ['Bernie Sanders', '0.0023']]","['http://www.catholic.org/news/politics/story.php?id=84601', 'http://catholicnewsagency.com/news/biden-pledges-support-for-abortion-legislation-and-funding-21943/', 'http://ncregister.com/daily-news/biden-pledges-support-for-abortion-legislation-and-funding']",E
236,967332,2020-01-03-062771,"There are ways to deal with privacy and respect, and that will be coming out in later version of the program.",Wayne Harper,['Q16187103'],2020-01-03 15:46:34,1,"[['Wayne Harper', '0.83'], ['None', '0.1488'], ['Katie McKellar', '0.0212']]",['https://www.ksl.com/article/46698966/new-in-2020-utahs-green-drivers-can-save-by-opting-to-pay-fee-per-miles-driven'],E
237,971982,2020-03-19-048945,offensive... stuff coming out of [ Pound's ] mouth.,Travis Cummings,['Q16213919'],2020-03-19 00:00:00,1,"[['Travis Cummings', '0.6516'], ['None', '0.3258'], ['Mike Mullin', '0.0226']]",['https://floridapolitics.com/archives/324016-jacksonville-bold-for-3-19-20-post-sine-die'],E
238,988564,2020-01-25-058808,"Why am I pro life? Because every life is sacred. From the unborn child, to the poor child in the slum, to the endangered migrant at the border, to the LGBT person contemplating suicide, to the inmate on death row. All life is a gift from God.",James Martin,"['Q16567028', 'Q1680235', 'Q19661856', 'Q21457369', 'Q21664719', 'Q22985957', 'Q27919864', 'Q28733139', 'Q28919976', 'Q28941801', 'Q29641354', 'Q3547757', 'Q3806666', 'Q40329092', 'Q4282520', 'Q52834492', 'Q6138967', 'Q6138975', 'Q6138977', 'Q6138979', 'Q6138982', 'Q6138984', 'Q6138985', 'Q6138989']",2020-01-25 16:03:39,1,"[['James Martin', '0.8971'], ['None', '0.095'], ['President Trump', '0.0079']]",['http://pjmedia.com/trending/trump-the-march-for-life-and-the-inconsistency-of-the-lefts-consistent-pro-life-ethic/'],E
239,988566,2020-02-04-114923,Why should we criminalize healthcare that follows what the overwhelming consensus of medical professionals in the nation and in the world say is appropriate and lifesaving for transgender youth?,Carlos Guillermo Smith,['Q27916074'],2020-02-04 09:31:00,4,"[['Carlos Guillermo Smith', '0.6092'], ['None', '0.3507'], ['Anthony Sabatini', '0.0401']]","['http://blogs.miaminewtimes.com/news/florida-hb-1365-criminalizing-transgender-medical-treatment-for-children-gets-no-vote-11482282', 'https://www.miaminewtimes.com/news/florida-hb-1365-criminalizing-transgender-medical-treatment-for-children-gets-no-vote-11482282', 'http://blogs.browardpalmbeach.com/news/florida-hb-1365-criminalizing-transgender-medical-treatment-for-children-gets-no-vote-10512227', 'http://browardpalmbeach.com/news/florida-hb-1365-criminalizing-transgender-medical-treatment-for-children-gets-no-vote-10512227']",E
240,988902,2020-02-17-008429,But I'm curious how you're going to exert a moral authority in a country where it's illegal to be gay.,Pete Buttigieg,['Q7173106'],2020-02-17 18:51:04,1,"[['Pete Buttigieg', '0.5906'], ['None', '0.4094']]",['http://cnsnews.com/article/national/cnsnewscom-staff/buttigieg-discusses-how-gay-ambassador-or-trans-president-could'],E
241,989452,2020-01-31-039135,"I urge you to make your voices heard. Contact Fox and demand that they prioritize family entertainment and the value of life over harmful gender ideology and sexual fantasy. Also, please consider signing the My Faith Votes petition in support of Faces of Choice,",James Dobson,['Q955266'],2020-01-31 14:22:10,1,"[['James Dobson', '0.7149'], ['None', '0.2749'], ['Tim Tebow', '0.0102']]",['http://www.cbn.com/api/urlredirect.aspx?u=http://www1.cbn.com/cbnnews/entertainment/2020/january/dr-dobson-asks-why-fox-says-yes-to-drag-queens-no-to-abortion-survivors-in-super-bowl-ads'],E
242,991274,2020-02-07-005904,"And she said, `You never see that. You never see that kind of representation within LGBT culture.",Christine Quinn,['Q4245558'],2020-02-07 19:27:50,1,"[['Christine Quinn', '0.8984'], ['None', '0.1016']]",['https://www.vice.com/en_us/article/qjdjg3/queer-asians-lunar-new-year-chinese-lgbtq-parade'],E
243,992916,2020-01-14-075707,The new rules are going to be coming out very shortly. Make it very simple. And the reasons that's important is because we can begin to retool people so that they can take advantage of this booming economy.,Ben Carson,['Q816459'],2020-01-14 00:00:00,1,"[['Ben Carson', '0.7888'], ['None', '0.2051'], ['President Trump', '0.0061']]",['https://www.foxbusiness.com/money/ben-carson-hud-section-3'],E
244,1001214,2020-01-15-111267,"When we had that gender discussion last night, one of the things I wanted to add to it -- and I'm the one for months now that's been saying, `Yeah, there's a double standard for women in politics, but I'll make it' -- one of the things I wanted to add is that you want to have someone that can win. Man or woman,",Amy Klobuchar,['Q22237'],2020-01-15 17:07:10,3,"[['Amy Klobuchar', '0.3708'], ['Elizabeth Warren', '0.2952'], ['None', '0.1812'], ['John Berman', '0.0838'], ['Bernie Sanders', '0.0626'], ['President Donald Trump', '0.0065']]","['http://rss.cnn.com/~r/rss/cnn_allpolitics/~3/dsOyoIdEeq4/index.html', 'https://abc17news.com/news/politics/national-politics/2020/01/15/amy-klobuchar-says-theres-a-double-standard-for-women-in-politics-but-says-she-can-win/', 'https://keyt.com/news/politics/2020/01/15/amy-klobuchar-says-theres-a-double-standard-for-women-in-politics-but-says-she-can-win/']",E
