,Unnamed: 0,quoteID,quotation,speaker,qids,date,numOccurrences,probas,urls,phase
600,2537000,2020-02-24-047973,"Senator Sanders has never attended our conference and that is evident from his outrageous comment. In fact, many of his own Senate and House Democratic colleagues and leaders speak from our platform to the over 18,000 Americans from widely diverse background -- Democrats, Republicans, Jews, Christians, African Americans, Hispanic Americans, progressives, Veterans, students, members of the LGBTQ + community -- who participate in the conference to proclaim their support for the U.S.-Israel relationship,",Bernie Sanders,['Q359442'],2020-02-24 10:23:50,2,"[['Bernie Sanders', '0.533'], ['None', '0.467']]","['http://www.cbn.com/api/urlredirect.aspx?u=http://www1.cbn.com/cbnnews/israel/2020/february/bernie-sanders-wont-attend-pro-israel-aipac-conference-says-group-gives-platform-to-lsquo-bigotry-rsquo', 'http://www.cbn.com/api/urlredirect.aspx?u=http://www1.cbn.com/cbnnews/israel/2020/february/netanyahu-fires-back-at-sanders-after-racism-accusation-lsquo-he-is-wrong-rsquo']",E
601,2539554,2020-01-20-053363,"So everybody brings some negatives, if you' d like. I would just hope very much that the American people look at the totality of a candidate, not at their gender, not at their sexuality, not at their age, but at everything. Nobody is perfect. There ain' t no perfect candidate out there.",Bernie Sanders,['Q359442'],2020-01-20 00:47:15,1,"[['Bernie Sanders', '0.8666'], ['None', '0.1254'], ['Elizabeth Warren', '0.008']]",['https://wtmj.com/national/2020/01/19/democrats-navigate-sensitive-gender-politics-as-voting-nears/'],E
602,2539626,2020-01-29-082166,"Thanks Rep. Smith for your feedback. We definitely stand with #LGBTQ students and parents. We have communicated with program officials that we will not be contributing again until more inclusive policies have been adopted by all participating schools to protect the sexual orientation of all our students. (And, we will see you at the next @OrlandoPride!).",Carlos Guillermo Smith,['Q27916074'],2020-01-29 17:21:03,1,"[['Carlos Guillermo Smith', '0.6616'], ['None', '0.3384']]",['https://www.lgbtqnation.com/2020/01/fifth-third-bank-stopped-donating-voucher-program-anti-lgbtq-christian-schools/'],E
603,2543544,2020-02-20-011217,"Clearly if Democrats were in control we would have had a different piece of legislation coming out of the judiciary committee because we believe in expanding voter rights,",Janet Petersen,['Q3639110'],2020-02-20 17:54:43,2,"[['Janet Petersen', '0.8526'], ['None', '0.1149'], ['Rob Hogg', '0.0325']]","['https://www.washingtontimes.com/news/2020/feb/20/iowa-senate-panel-advance-felon-voting-restriction/?utm_source=RSS_Feed&utm_medium=RSS', 'http://www.nhregister.com/news/crime/article/Iowa-Senate-panel-advance-felon-voting-15071937.php']",E
604,2557638,2020-04-10-037998,"So you're going to see a much different America coming out of the next five years than the last 20,",Donald Trump,"['Q22686', 'Q27947481']",2020-04-10 10:40:13,1,"[['Donald Trump', '0.601'], ['None', '0.399']]",['http://www.abc.net.au/news/2020-04-10/coronavirus-us-china-power-struggle/12138772'],E
605,2559366,2020-02-23-013974,"I thought about being gay once, but when it became my turn, I changed my mind,",Ron White,"['Q16937459', 'Q3441473', 'Q7364531']",2020-02-23 02:01:59,1,"[['Ron White', '0.9557'], ['None', '0.0443']]",['https://patch.com/illinois/joliet/raunchy-ron-white-keeps-rialto-laughing-all-night'],E
606,2566246,2020-02-03-001573,"A lot of them are coming out of California,",Mufi Hannemann,['Q1453320'],2020-02-03 20:05:00,1,"[['Mufi Hannemann', '0.8778'], ['None', '0.1222']]",['https://www.staradvertiser.com/2020/02/03/hawaii-news/legislation-seeks-to-continue-flying-isle-homeless-back-home/'],E
607,2568484,2020-01-22-106261,"We have a lot of traffic that's coming out of the port of Wilmington,",Bill Saffo,['Q4910738'],2020-01-22 04:29:14,1,"[['Bill Saffo', '0.7777'], ['None', '0.2223']]",['http://www.wect.com/2020/01/22/wilmington-city-council-takes-steps-towards-railroad-realignment/'],E
608,2569652,2020-02-03-032617,"I think now that Muslims are coming out because we are now realising that if we don't tell our story, nobody else will,",Ako Abdul-Samad,['Q4701476'],2020-02-03 00:00:00,8,"[['Ako Abdul-Samad', '0.6274'], ['None', '0.2984'], ['Ro Khanna', '0.0343'], ['Ali Harb', '0.0267'], ['Bernie Sanders', '0.0111'], ['Elizabeth Warren', '0.0014'], ['Rashida Tlaib', '4.0E-4'], ['Ilhan Omar', '3.0E-4']]","['http://nordic.businessinsider.com/mosque-used-caucus-site-in-iowa-for-first-time-history-2020-2', 'http://www.businessinsider.com/mosque-used-caucus-site-in-iowa-for-first-time-history-2020-2', 'http://www.aljazeera.com/news/2020/02/1st-time-iowa-history-mosques-serve-caucus-sites-200203194831339.html', 'https://www.businessinsider.in/politics/news/in-a-historic-first-mosques-are-used-as-caucus-sites-in-iowa-to-encourage-muslim-voter-participation/articleshow/73922659.cms?src=hp_nav', 'https://www.businessinsider.in/politics/news/in-a-historic-first-mosques-are-used-as-caucus-sites-in-iowa-to-encourage-muslim-voter-participation/articleshow/73922659.cms?src=hp_pol', 'http://feeds.businessinsider.com.au/~/617513612/0/businessinsideraustralia~In-a-historic-first-mosques-are-used-as-caucus-sites-in-Iowa-to-encourage-Muslim-voter-participation', 'https://www.businessinsider.com.au/mosque-used-caucus-site-in-iowa-for-first-time-history-2020-2', 'http://www.albawaba.com/editors-choice/iowa-mosques-chosen-first-time-caucus-sites-1337157']",E
609,2574036,2020-03-09-000562,"a blue-eyed, blonde, white, middle-aged, cisgendered male",Ted Wheeler,"['Q43381254', 'Q7693864']",2020-03-09 00:00:00,1,"[['Ted Wheeler', '0.5556'], ['None', '0.4444']]",['http://news.opb.org/news/article/portland-mayoral-candidates-ted-wheeler-sarah-iannarone-climate-debate/'],E
610,2578229,2020-04-02-051824,"So reflecting on, sort of, two weekends of nice weather, with a lot of people coming to several of our properties, and the advisories that were coming out just a week ago, we thought that the best course of action at the time was to limit access on our properties,",Jeff Collins,"['Q26709562', 'Q6173599']",2020-04-02 00:00:00,2,"[['Jeff Collins', '0.6723'], ['None', '0.3277']]","['http://nepr.net/post/social-distancing-new-englands-great-outdoors-were-all-together', 'http://wnpr.org/post/social-distancing-new-englands-great-outdoors-were-all-together-0']",E
611,2578699,2020-04-06-052494,"To anyone who wants a response to some of the blame-shifting coming out of the White House, all I have to say is, look at the numbers,",J.B. Pritzker,['Q6103950'],2020-04-06 00:00:00,75,"[['J.B. Pritzker', '0.5515'], ['None', '0.4127'], ['G. Thompson', '0.0193'], ['President Donald Trump', '0.0103'], ['Camilla , Duchess of Cornwall', '0.0046'], ['Donald Trump', '0.0013'], ['Brian Kemp', '4.0E-4']]","['http://kaaltv.com/national-news/white-house-states-need-to-better-calibrate-supply-requests/5694442/?cat=10159', 'https://www.9and10news.com/i/the-latest-3m-has-ok-to-send-masks-to-canada-latin-america/', 'https://www.9and10news.com/i/the-latest-g20-urged-to-fund-8-billion-to-fight-covid-19/', 'https://www.9and10news.com/i/the-latest-prime-minister-johnson-in-intensive-care-unit-5/', 'http://www.tribtown.com/2020/04/06/virus-outbreak-the-latest-4/', 'https://www.washingtontimes.com/news/2020/apr/6/illinois-death-toll-from-coronavirus-tops-300/?utm_source=RSS_Feed&utm_medium=RSS', 'http://www.nhregister.com/news/medical/article/The-Latest-South-Korea-health-minister-urges-15181044.php?src=nhrhppol', 'http://newsok.com/the-latest-trump-saddened-to-hear-johnson-in-intensive-care/article/feed/10039940?custom_click=rss', 'http://www.news-gazette.com/news/nation-world/the-latest-trump-saddened-to-hear-johnson-in-intensive-care/article_15cf5122-6ba9-59b3-baec-8b5239f8a217.html', 'http://www.yumasun.com/news/national_news/the-latest-trump-saddened-to-hear-johnson-in-intensive-care/article_ad8bedb8-76bf-5f10-bcae-48b95e71acb5.html', 'https://wtmj.com/national/2020/04/06/the-latest-trump-saddened-to-hear-johnson-in-intensive-care/', 'http://registercitizen.com/news/article/Illinois-death-toll-from-coronavirus-tops-300-15182912.php', 'http://westport-news.com/news/article/Illinois-death-toll-from-coronavirus-tops-300-15182912.php', 'http://ksl.com/article/46738496/the-latest-trump-saddened-to-hear-johnson-in-intensive-care', 'http://ksat.com/news/politics/2020/04/06/white-house-states-need-to-better-calibrate-supply-requests/', 'http://wsls.com/news/politics/2020/04/06/white-house-states-need-to-better-calibrate-supply-requests/', 'http://www.clickorlando.com/news/politics/2020/04/06/white-house-states-need-to-better-calibrate-supply-requests/', 'http://www.local10.com/news/politics/2020/04/06/white-house-states-need-to-better-calibrate-supply-requests/', 'https://www.clickondetroit.com/news/politics/2020/04/06/white-house-states-need-to-better-calibrate-supply-requests/', 'http://columbiamissourian.com/news/covid19/white-house-states-need-to-better-calibrate-supply-requests/article_edc39d93-23a3-5a6f-b3dd-51122824ea11.html', 'http://ctpost.com/news/medical/article/White-House-States-need-to-better-calibrate-15183068.php', 'http://newstimes.com/news/medical/article/White-House-States-need-to-better-calibrate-15183068.php', 'http://sfgate.com/news/medical/article/White-House-States-need-to-better-calibrate-15183068.php', 'http://www.nhregister.com/news/medical/article/White-House-States-need-to-better-calibrate-15183068.php', 'http://www.nhregister.com/news/medical/article/White-House-States-need-to-better-calibrate-15183068.php?src=nhrhppol', 'https://kvia.com/your-voice-your-vote/politics/2020/04/06/white-house-states-need-to-better-calibrate-supply-requests/', 'https://toronto.citynews.ca/2020/04/06/white-house-states-need-to-better-calibrate-supply-requests/', 'http://kdhnews.com/news/politics/the-latest-3m-has-ok-to-send-masks-to-canada-latin-america/article_55053a9a-976e-5f36-8945-a100c03a52ae.html', 'https://www.wokv.com/news/national/white-house-states-need-better-calibrate-supply-requests/ojL5xBRrHeJB23eIJASDBO/', 'https://wtmj.com/national/2020/04/06/the-latest-3m-has-ok-to-send-masks-to-canada-latin-america/', 'http://www.cortezjournal.com/articles/173072-white-house-states-need-to-better-calibrate-supply-requests', 'http://www.the-journal.com/articles/173072-white-house-states-need-to-better-calibrate-supply-requests', 'https://www.marinij.com/2020/04/06/the-latest-3m-has-ok-to-send-masks-to-canada-latin-america/', 'https://www.sentinelandenterprise.com/2020/04/06/the-latest-3m-has-ok-to-send-masks-to-canada-latin-america/', 'http://news.stlpublicradio.org/post/pritzker-federal-government-not-supplying-enough-ppe', 'http://peoriapublicradio.org/post/pritzker-federal-government-not-supplying-enough-ppe', 'https://www.9and10news.com/i/the-latest-hong-kong-to-remain-closed-to-foreigners-2/', 'https://www.northernpublicradio.org/post/pritzker-federal-government-not-supplying-enough-ppe', 'https://www.marketwatch.com/story/white-house-blames-states-for-requesting-more-medical-supplies-than-needed-2020-04-06?mod=mw_latestnews', 'https://www.mymotherlode.com/news/national/1038774/white-house-states-need-to-better-calibrate-supply-requests.html', 'http://longisland.news12.com/story/41975475/the-latest-3m-has-ok-to-send-masks-to-canada-latin-america', 'http://gazette.com/ap/business/the-latest-china-reporting-no-virus-deaths-over-last-day/article_24960c6c-3011-509c-ae50-b71ff888f0a2.html', 'http://smdailyjournal.com/business/the-latest-3m-has-ok-to-send-masks-to-canada-latin-america/article_4787591f-10f2-5c1d-a8e2-64f7a1db2f2b.html', 'http://wftv.com/news/world/latest-china/EZEZ7PUI7UIZD5XKMDOQ7UROFM/', 'https://kdhnews.com/news/world/the-latest-china-reporting-no-virus-deaths-over-last-day/article_55053a9a-976e-5f36-8945-a100c03a52ae.html', 'https://www.lowellsun.com/2020/04/06/the-latest-china-reporting-no-virus-deaths-over-last-day/', 'http://connecticut.news12.com/story/41975475/the-latest-china-reporting-no-virus-deaths-over-last-day', 'http://ksl.com/article/46738496/the-latest-china-reporting-no-virus-deaths-over-last-day', 'http://gazette.com/ap/business/the-latest-lockdown-in-philippines-extended-to-april-30/article_24960c6c-3011-509c-ae50-b71ff888f0a2.html', 'http://newsok.com/the-latest-lockdown-in-philippines-extended-to-april-30/article/feed/10039940?custom_click=rss', 'http://www.news-gazette.com/news/nation-world/the-latest-lockdown-in-philippines-extended-to-april-30/article_15cf5122-6ba9-59b3-baec-8b5239f8a217.html', 'https://wtmj.com/national/2020/04/06/the-latest-lockdown-in-philippines-extended-to-april-30/', 'https://www.marinij.com/2020/04/06/the-latest-lockdown-in-philippines-extended-to-april-30/', 'http://longisland.news12.com/story/41975475/the-latest-lockdown-in-philippines-extended-to-april-30', 'http://ksl.com/article/46738496/the-latest-lockdown-in-philippines-extended-to-april-30', 'http://gazette.com/ap/business/the-latest-g20-urged-to-fund-8-billion-to-fight-covid-19/article_24960c6c-3011-509c-ae50-b71ff888f0a2.html', 'https://www.actionnewsjax.com/news/world/latest-3m-has-ok/EZEZ7PUI7UIZD5XKMDOQ7UROFM/', 'https://www.lowellsun.com/2020/04/06/the-latest-g20-urged-to-fund-8-billion-to-fight-covid-19/', 'https://www.sentinelandenterprise.com/2020/04/06/the-latest-g20-urged-to-fund-8-billion-to-fight-covid-19/', 'http://ksl.com/article/46738496/the-latest-g20-urged-to-fund-8-billion-to-fight-covid-19', 'http://auburnpub.com/news/national/the-latest-hong-kong-to-remain-closed-to-foreigners/article_aec8648d-ad19-52f6-b712-1dc8ede6e6c5.html', 'http://newsok.com/the-latest-hong-kong-to-remain-closed-to-foreigners/article/feed/10039940?custom_click=rss', 'http://www.wfmz.com/news/ap/ap-business/the-latest-hong-kong-to-remain-closed-to-foreigners/article_a41cf63d-807e-539a-99b0-8b6bd3684898.html', 'https://kdhnews.com/living/health/the-latest-hong-kong-to-remain-closed-to-foreigners/article_55053a9a-976e-5f36-8945-a100c03a52ae.html', 'https://www.sentinelandenterprise.com/2020/04/07/the-latest-hong-kong-to-remain-closed-to-foreigners/', 'https://www.timesleader.com/wire/nation-world/779180/the-latest-hong-kong-to-remain-closed-to-foreigners', 'http://wsls.com/news/politics/2020/04/07/the-latest-new-zealand-official-demoted-for-lockdown-breach/', 'http://www.clickondetroit.com/news/politics/2020/04/07/the-latest-new-zealand-official-demoted-for-lockdown-breach/', 'https://wtmj.com/national/2020/04/07/the-latest-new-zealand-official-demoted-for-lockdown-breach/', 'https://kvoa.com/ap-national-news/2020/04/06/the-latest-new-zealand-official-demoted-for-lockdown-breach/', 'https://www.570news.com/2020/04/07/the-latest-new-zealand-official-demoted-for-lockdown-breach/', 'http://www.whig.com/article/20200407/AP/304079983', 'http://faribaultcountyregister.com/page/content.detail/id/2582439/The-Latest--G20-urged-to-fund--8-billion-to-fight-COVID-19.html?isap=1&nav=5052', 'http://faribaultcountyregister.com/page/content.detail/id/2582442/The-Latest--Hong-Kong-to-remain-closed-to-foreigners.html?isap=1&nav=5052', 'https://infosurhoy.com/news-summary/the-latest-hong-kong-to-remain-closed-to-foreigners/']",E
612,2578821,2020-01-10-094240,"We can't wait for Congress to act on LGBTQ + rights,",Elizabeth Warren,['Q434706'],2020-01-10 20:57:04,1,"[['Elizabeth Warren', '0.858'], ['None', '0.142']]",['http://cnsnews.com/article/washington/cnsnewscom-staff/elizabeth-warren-trans-youth-are-more-likelyto-experience'],E
613,2581925,2020-02-26-008091,"Being on the defensive on this program, even in years where there was not a deficit, prevents us from having a strategic conversation about what we should be doing in the case of HIV prevention and/or the lives of homeless and runaway LGBT youth,",Christine Quinn,['Q4245558'],2020-02-26 20:40:44,2,"[['Christine Quinn', '0.5499'], ['None', '0.4119'], ['Michael Bloomberg', '0.0382']]","['https://www.washingtonblade.com/2020/02/26/as-mayor-bloomberg-sought-major-cuts-to-hiv-homeless-youth-programs/', 'https://southfloridagaynews.com/National/as-mayor-bloomberg-sought-major-cuts-to-hiv-homeless-youth-programs.html#disqus_thread']",E
614,2583923,2020-01-29-114092,We know there is money to be made. We can let the east coast have their ivory towers. We can let the west coast have a generation of gender studies majors. We will take more jobs and higher pay!,Tate Reeves,['Q7687964'],2020-01-29 16:34:11,2,"[['Tate Reeves', '0.9042'], ['None', '0.0958']]","['http://cdispatch.com/opinions/article.asp?aid=78975', 'http://www.washingtontimes.com/news/2020/feb/5/editorial-roundup-mississippi/']",E
615,2594329,2020-02-08-058298,"Whatever is in her mind is just coming out,",Lorena Gonzalez,['Q16729363'],2020-02-08 13:00:43,1,"[['Lorena Gonzalez', '0.5366'], ['None', '0.2742'], ['Nathan Fletcher', '0.1892']]",['https://www.latimes.com/california/story/2020-02-08/lorena-gonzalez-california-assembly-ab5-profile'],E
616,2594870,2020-03-31-012761,Everyone's hoping to buy some time to respond intelligently as the facts start coming out.,Chris Smith,"['Q11963798', 'Q16235029', 'Q1626495', 'Q18158024', 'Q18210302', 'Q18631755', 'Q18641613', 'Q21066572', 'Q22954127', 'Q27861882', 'Q27957276', 'Q2964864', 'Q30907275', 'Q333264', 'Q39089696', 'Q41247400', 'Q43137589', 'Q47117548', 'Q5108087', 'Q5108088', 'Q5108090', 'Q5108094', 'Q5108095', 'Q5108096', 'Q5108097', 'Q5108098', 'Q5108099', 'Q5108100', 'Q5108101', 'Q5108102', 'Q5108103', 'Q5108104', 'Q5108105', 'Q5108106', 'Q56134418', 'Q56254566', 'Q57684371', 'Q981167']",2020-03-31 17:34:38,1,"[['Chris Smith', '0.7934'], ['None', '0.2066']]",['http://www.newsmax.com/finance/streettalk/retail-rent-20-billion-due/2020/03/31/id/960799/'],E
617,2595749,2020-03-09-039081,maybe not of the same gender that I am.,Bernie Sanders,['Q359442'],2020-03-09 07:00:11,2,"[['Bernie Sanders', '0.6193'], ['None', '0.2544'], ['Jill Biden', '0.1032'], ['Senator Kamala Harris', '0.0096'], ['Elizabeth Warren', '0.0078'], ['Stacey Abrams', '0.0057']]","['http://mobile.nytimes.com/2020/03/09/us/politics/democrats-women-vice-president.html', 'http://www.msn.com/en-us/news/elections-2020/democrats-eye-a-vice-presidential-consolation-prize-for-women/ar-BB10VR6p?srcref=rss']",E
618,2597373,2020-02-08-006392,"Carl here has run as an openly gay Republican many times, there's not a secret there,",Darrell Issa,['Q1166592'],2020-02-08 07:43:18,1,"[['Darrell Issa', '0.5235'], ['None', '0.4366'], ['Carl Demaio', '0.0209'], ['Ammar Campa-Najjar', '0.019']]",['https://www.10news.com/news/local-news/east-county-news/50th-district-candidates-square-off-on-stage'],E
619,2604280,2020-03-07-035634,"To be honest, I've never believed that someone should vote for or against a candidate because of their gender, race or religion and so on,",Tulsi Gabbard,['Q32620'],2020-03-07 18:37:00,2,"[['Tulsi Gabbard', '0.4213'], ['None', '0.2694'], ['Joe Biden', '0.1925'], ['Bernie Sanders', '0.0831'], ['President Trump', '0.0168'], ['Donald Trump', '0.0168']]","['https://abcnews.go.com/Politics/hawaii-rep-tulsi-gabbard-continuing-bid-president/story?id=69412140', 'http://www.msn.com/en-us/news/elections-2020/why-hawaii-rep-tulsi-gabbard-is-continuing-her-bid-for-president/ar-BB10Sup8?srcref=rss']",E
620,2605923,2020-02-20-044998,"I've been dealing with this my whole life. I dealt with a multitude of Rush Limbaughs when I was walking through the hallways in my high school. You have to realize that LGBTQ Americans have to come out every single day: When somebody asks who we're married to, asks about our partner, or you feel like you want to share something about yourself but then you have to second-guess how that person's gon na react if I say, `My husband,' instead of, `My wife. '",Joe Biden,['Q6279'],2020-02-20 20:21:39,2,"[['Joe Biden', '0.717'], ['None', '0.1868'], ['Rush Limbaugh', '0.0813'], ['Donald Trump', '0.0112'], ['Pete Buttigieg', '0.0038']]","['https://www.onenewspage.com/n/US/1zlqhnenlv/Pete-Buttigieg-Husband-Chasten-Says-He.htm', 'https://www.thewrap.com/pete-buttigiegs-husband-chasten-says-hes-used-to-dealing-with-the-likes-of-rush-limbaugh/']",E
621,2606857,2020-02-29-040395,"undocumented, queer, and unashamed,",Bernie Sanders,['Q359442'],2020-02-29 10:00:00,4,"[['Bernie Sanders', '0.3933'], ['Ilhan Omar', '0.2768'], ['None', '0.2751'], ['Donald Trump', '0.0384'], ['Joe Biden', '0.0163']]","['http://tampabay.com/florida-politics/buzz/2020/02/29/bernie-sanders-is-running-a-very-different-campaign-and-it-makes-some-florida-democrats-nervous/', 'http://www.tbo.com/florida-politics/buzz/2020/02/29/bernie-sanders-is-running-a-very-different-campaign-and-it-makes-some-florida-democrats-nervous/', 'https://www.washingtonexaminer.com/opinion/columnists/calls-for-unity-cannot-hide-stark-cultural-differences-inside-democratic-party', 'http://townhall.com/columnists/byronyork/2020/03/05/the-stark-cultural-differences-inside-the-democratic-party-n2562995']",E
622,2612812,2020-02-13-025936,"He, of course, is openly gay, and so that is a part of his identity just as his service in the military is that I think brings in other people who otherwise might not be looking at him with a serious eye,",Pete Buttigieg,['Q7173106'],2020-02-13 03:41:05,1,"[['Pete Buttigieg', '0.6644'], ['None', '0.3356']]",['https://www.dailytarheel.com/article/2020/02/presidential-endorsements-0213'],E
623,2613024,2020-02-07-034853,"I mean, I'm not running to be the gay president of the United States, I'm running to be a president for everybody,",Pete Buttigieg,['Q7173106'],2020-02-07 20:43:04,1,"[['Pete Buttigieg', '0.8027'], ['None', '0.1973']]",['http://cnsnews.com/blog/cnsnewscom-staff/pete-buttigiegs-same-sex-husband-tweets-out-photo-pete-leaning-his-shoulder'],E
624,2621393,2020-03-21-026988,"Right now it is too narrowly focused on travelers coming out of China,",Bill de Blasio,['Q4911497'],2020-03-21 12:17:00,1,"[['Bill de Blasio', '0.9659'], ['None', '0.0253'], ['Andrew Cuomo', '0.0068'], ['President Trump', '0.002']]",['http://www.msn.com/en-us/news/us/vital-and-urgent-inside-new-york-citys-difficult-quest-to-obtain-coronavirus-testing-kits/ar-BB11uEGu?srcref=rss'],E
625,2623184,2020-02-04-036068,"I think now that Muslims are coming out because we are now realizing that if we don't tell our story, nobody else will,",Ako Abdul-Samad,['Q4701476'],2020-02-04 07:27:10,1,"[['Ako Abdul-Samad', '0.5414'], ['None', '0.4289'], ['John Binder', '0.0203'], ['Ali Harb', '0.0057'], ['Bernie Sanders', '0.0037']]",['http://www.breitbart.com/politics/2020/02/03/five-mosques-iowa-caucus/'],E
626,2626060,2020-01-24-047034,It is what it is. They haven't reached out. They've been to Chicago. They were very supportive of the Chicago Teachers Union strike but didn't feel it was necessary to talk to the new black LGBTQ mayor.,Lori Lightfoot,['Q56486914'],2020-01-24 00:48:03,2,"[['Lori Lightfoot', '0.6191'], ['None', '0.2565'], ['Elizabeth Warren', '0.0716'], ['Bernie Sanders', '0.0271'], ['Dick Durbin', '0.0218'], ['Joe Biden', '0.004']]","['https://chicago.suntimes.com/columnists/2020/1/23/21079362/lori-lightfoot-presidential-endorsement-bernie-sanders-elizabeth-warren-joe-biden', 'http://pjmedia.com/trending/chicago-mayor-lightfoot-reuses-to-endorse-biden-warren-or-sanders-for-president/']",E
627,2626405,2020-02-05-066817,"On behalf of the Black Caucus, I want to thank the governor for granting this posthumous pardon. The Arc of Justice is long, but it took nearly 70 years for Bayard Rustin to have his legacy in the Civil Rights movement uncompromised by this incident. Rustin was a great American who was both gay and black at a time when the sheer fact of being either or both could land you in jail,",Shirley Weber,['Q7498880'],2020-02-05 16:20:47,3,"[['Shirley Weber', '0.7151'], ['None', '0.2849']]","['https://yubanet.com/california/california-governor-newsom-launches-process-for-pardoning-people-prosecuted-for-being-gay/', 'http://lakeconews.com/index.php/news/64255-gov-newsom-launches-process-for-pardoning-people-prosecuted-for-being-gay', 'http://goldrushcam.com/sierrasuntimes/index.php/news/local-news/21912-california-governor-gavin-newsom-launches-process-for-pardoning-people-prosecuted-for-being-gay']",E
628,2629926,2020-01-24-103027,"We need to take these numbers seriously, because behind every one of these numbers is a religious minority, a person of color, a transgender or LGBTQ person suffering in fear,",David Ryu,"['Q20010783', 'Q28039420']",2020-01-24 00:21:34,4,"[['David Ryu', '0.7869'], ['None', '0.2131']]","['https://abc17news.com/news/national-world/2020/01/23/los-angeles-hate-crime-numbers-were-40-higher-in-2019-than-in-2016-officials-say/', 'https://krdo.com/news/national-world/2020/01/23/los-angeles-hate-crime-numbers-were-40-higher-in-2019-than-in-2016-officials-say/', 'https://localnews8.com/news/2020/01/23/los-angeles-hate-crime-numbers-were-40-higher-in-2019-than-in-2016-officials-say/', 'https://kesq.com/news/national-world/2020/01/23/los-angeles-hate-crime-numbers-were-40-higher-in-2019-than-in-2016-officials-say/']",E
629,2633646,2020-02-26-035146,"Important free exercise of religion rights must be protected, while at the same time, ensuring that anti-gay discrimination which violates the Constitution is not present in the classroom,",Alan Wilson,"['Q16087666', 'Q16919824', 'Q20738250', 'Q2636879', 'Q31429628', 'Q33132025', 'Q4708075', 'Q4708076', 'Q4708077', 'Q4708079', 'Q4708080', 'Q4708081', 'Q4708082', 'Q59195204']",2020-02-26 22:56:09,1,"[['Alan Wilson', '0.878'], ['None', '0.122']]",['https://www.wrdw.com/content/news/Federal-lawsuit-claims-SCs-restrictions-on-LGBTQ-sex-ed-curriculum-violates-constitution-568220951.html'],E
630,2640811,2020-02-20-015876,"Fifty years ago a gay man or woman couldn't work in the intelligence community,",Matt Gaetz,['Q16221742'],2020-02-20 14:17:52,2,"[['Matt Gaetz', '0.9636'], ['None', '0.0364']]","['http://www.breitbart.com/news/white-house-insists-abrasive-new-intel-chief-non-partisan/', 'http://uspolitics.einnews.com/article/510209179/XjNPGWuRsgme_S4P']",E
631,2641490,2020-03-28-017469,"It's going to be sunnier and warmer, springtime weather is coming out, you might say: `Now it's time for me to go outside,",Eric Garcetti,['Q5386557'],2020-03-28 01:15:32,2,"[['Eric Garcetti', '0.9285'], ['None', '0.0692'], ['Gavin Newsom', '0.0024']]","['https://www.washingtontimes.com/news/2020/mar/28/california-lawmakers-plead-fight-virus-dont-pack-b/?utm_source=RSS_Feed&utm_medium=RSS', 'https://wtop.com/life-style/2020/03/california-lawmakers-plead-fight-virus-dont-pack-beaches/']",E
632,2641566,2020-02-09-028393,just a few LGBTQ [ candidates ],Mark Takano,['Q399593'],2020-02-09 22:30:30,1,"[['Mark Takano', '0.3638'], ['Gina Ortiz Jones', '0.2875'], ['None', '0.2706'], ['Ritchie Torres', '0.0781']]",['https://www.lgbtqnation.com/2020/02/interview-mark-takano-taking-charge-protecting-veterans-lgbtq-people-congress/'],E
633,2647483,2020-01-13-080073,"Transgender migrants and asylum-seekers are particularly vulnerable to sexual harassment, solitary confinement, physical assault, and medical neglect,",Mike Quigley,"['Q3313500', 'Q465767', 'Q6848485']",2020-01-13 18:33:43,1,"[['Mike Quigley', '0.916'], ['None', '0.084']]",['https://www.theblaze.com/news/house-democrats-want-ice-to-release-all-transgender-detainees'],E
634,2656475,2020-01-17-037511,I wrote Larry a letter explaining that I didn't care what anybody thought my sexuality was but I would not have him insulting my wife that way. In a sense he was calling my wife a liar. I said she was the finest person I knew and that I would not tolerate his insults of her.,Ron Reagan,"['Q321846', 'Q7364295']",2020-01-17 09:39:04,1,"[['Ron Reagan', '0.3587'], ['Larry Kramer', '0.3425'], ['None', '0.2987']]",['http://thedailybeast.com/ron-reagan-says-his-father-ronald-reagan-would-not-want-republicans-to-vote-for-traitor-trump-in-2020'],E
635,2656981,2020-01-22-063579,"not helpful to their cause, frankly, because a lot of our members believe it was a partisan process coming out of the House, and I think that the tone yesterday in many respects reinforced that.",John Thune,"['Q4571225', 'Q462981']",2020-01-22 21:41:00,6,"[['John Thune', '0.8845'], ['None', '0.0921'], ['Lindsey Graham', '0.02'], ['President Donald Trump', '0.0034']]","['https://www.nbcnews.com/politics/trump-impeachment-inquiry/live-blog/live-trump-impeachment-senate-trial-coverage-n1119061/ncrd1120681', 'https://www.nbcnews.com/politics/trump-impeachment-inquiry/live-blog/live-trump-impeachment-senate-trial-coverage-n1119061/ncrd1120676', 'https://www.nbcnews.com/politics/trump-impeachment-inquiry/live-blog/live-trump-impeachment-senate-trial-coverage-n1119061/ncrd1120696', 'https://www.nbcnews.com/politics/trump-impeachment-inquiry/live-blog/live-trump-impeachment-senate-trial-coverage-n1119061/ncrd1120766', 'https://www.nbcnews.com/politics/trump-impeachment-inquiry/live-blog/live-trump-impeachment-senate-trial-coverage-n1119061/ncrd1120786', 'https://www.nbcnews.com/politics/trump-impeachment-inquiry/live-blog/live-trump-impeachment-senate-trial-coverage-n1119061/ncrd1120776']",E
